epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
133,9738.12,0.81068,0.49819,1.0171,0.89137,0.90818,0.93762,0.72567,0.78088,0.44581,1.04386,0.001288,0.001288,0.001288
134,9811.46,0.80943,0.49945,1.01768,0.89155,0.91179,0.93812,0.72499,0.78159,0.44583,1.04312,0.001222,0.001222,0.001222
135,9883.96,0.80749,0.49285,1.00988,0.89043,0.91551,0.93901,0.72615,0.78089,0.44513,1.0424,0.001156,0.001156,0.001156
136,9956.11,0.80276,0.48284,1.00524,0.88981,0.91231,0.93802,0.72607,0.78157,0.4449,1.04271,0.00109,0.00109,0.00109
137,10027.9,0.81179,0.493,1.01295,0.89029,0.90928,0.93623,0.72503,0.78169,0.44471,1.04257,0.001024,0.001024,0.001024
138,10100.3,0.80817,0.48872,1.01043,0.89648,0.90236,0.93676,0.72524,0.78193,0.44474,1.04229,0.000958,0.000958,0.000958
139,10172.1,0.80791,0.48926,1.01277,0.89609,0.90148,0.93553,0.72516,0.78097,0.44354,1.04224,0.000892,0.000892,0.000892
140,10244.5,0.79772,0.4784,1.00192,0.89847,0.8997,0.93692,0.72536,0.78089,0.44185,1.0419,0.000826,0.000826,0.000826
141,10320.4,0.75907,0.45185,1.00456,0.89967,0.90311,0.9376,0.7312,0.76022,0.43747,1.03691,0.00076,0.00076,0.00076
142,10394,0.75058,0.44306,1.00444,0.90386,0.89997,0.93708,0.73387,0.7487,0.43595,1.03441,0.000694,0.000694,0.000694
143,10468.8,0.74867,0.43584,0.99861,0.90399,0.90236,0.93846,0.73619,0.74219,0.43475,1.03319,0.000628,0.000628,0.000628
144,10542.2,0.74765,0.43432,1.00011,0.90494,0.90301,0.93976,0.73814,0.73698,0.43307,1.03144,0.000562,0.000562,0.000562
145,10614.7,0.73958,0.42878,0.99546,0.9038,0.90669,0.93949,0.73853,0.73437,0.43349,1.03087,0.000496,0.000496,0.000496
146,10687.8,0.74064,0.43068,0.99964,0.90315,0.90573,0.93822,0.73858,0.73389,0.43342,1.03086,0.00043,0.00043,0.00043
147,10760,0.7347,0.42761,0.99461,0.90021,0.90677,0.93834,0.73924,0.73347,0.4337,1.03058,0.000364,0.000364,0.000364
148,10832.8,0.73695,0.42306,0.99475,0.90121,0.90628,0.9386,0.73951,0.73322,0.43293,1.03074,0.000298,0.000298,0.000298
149,10905.5,0.72914,0.42376,0.99299,0.90245,0.90377,0.93756,0.73978,0.73331,0.43207,1.03095,0.000232,0.000232,0.000232
150,10978.6,0.72935,0.41865,0.99396,0.90571,0.90157,0.93787,0.74045,0.73311,0.43157,1.03076,0.000166,0.000166,0.000166
