epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
139,11976.3,0.75832,0.44463,0.99684,0.85796,0.86848,0.9037,0.7005,0.79363,0.53549,1.04464,0.000892,0.000892,0.000892
140,12071.2,0.75213,0.44367,0.99516,0.85995,0.8635,0.9026,0.6985,0.79463,0.54033,1.04472,0.000826,0.000826,0.000826
141,12173.6,0.74778,0.43982,0.99221,0.8603,0.85993,0.89971,0.69601,0.79666,0.54907,1.04572,0.00076,0.00076,0.00076
142,12271.6,0.74305,0.43476,0.98779,0.8587,0.86194,0.89864,0.69482,0.79696,0.55142,1.04642,0.000694,0.000694,0.000694
143,12371.7,0.74783,0.43542,0.99262,0.85964,0.86005,0.89735,0.69363,0.79728,0.55788,1.04656,0.000628,0.000628,0.000628
144,12467.8,0.74337,0.43352,0.99089,0.86053,0.8595,0.89597,0.69298,0.79873,0.56244,1.04719,0.000562,0.000562,0.000562
145,12565.4,0.73444,0.43094,0.98659,0.85979,0.85504,0.89289,0.69132,0.79811,0.56575,1.04689,0.000496,0.000496,0.000496
146,12660.7,0.73908,0.43336,0.98983,0.85689,0.85588,0.89257,0.69167,0.7977,0.56397,1.04729,0.00043,0.00043,0.00043
147,12756.2,0.72885,0.42578,0.98883,0.85786,0.8534,0.89008,0.68981,0.79798,0.5673,1.0481,0.000364,0.000364,0.000364
148,12854,0.73065,0.42446,0.98713,0.85719,0.85475,0.88852,0.68861,0.79859,0.57364,1.04852,0.000298,0.000298,0.000298
149,12953.8,0.73368,0.43302,0.98747,0.85739,0.85574,0.88821,0.68844,0.79878,0.57566,1.04829,0.000232,0.000232,0.000232
150,13051.7,0.73472,0.42747,0.98388,0.85501,0.85384,0.88637,0.6869,0.79951,0.58048,1.04872,0.000166,0.000166,0.000166
