epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
100,5784.58,0.76712,0.47237,0.91269,0.93118,0.91279,0.96591,0.7619,0.71121,0.40467,0.92825,0.003466,0.003466,0.003466
101,5845.94,0.76496,0.4651,0.91021,0.9269,0.92018,0.96479,0.7611,0.70908,0.40379,0.92572,0.0034,0.0034,0.0034
102,5900.7,0.76867,0.47354,0.9116,0.92251,0.92044,0.96309,0.76388,0.69559,0.40033,0.91878,0.003334,0.003334,0.003334
103,5951.25,0.75577,0.4621,0.90745,0.92884,0.93215,0.97074,0.7688,0.70091,0.39801,0.92101,0.003268,0.003268,0.003268
104,6004.43,0.75974,0.46431,0.91124,0.93341,0.91866,0.96904,0.76669,0.70244,0.39836,0.92203,0.003202,0.003202,0.003202
105,6055.06,0.7651,0.46886,0.90884,0.93504,0.9131,0.96663,0.7659,0.70003,0.39805,0.91937,0.003136,0.003136,0.003136
106,6107.92,0.76351,0.46231,0.9094,0.93615,0.91058,0.96604,0.76554,0.70701,0.40223,0.92531,0.00307,0.00307,0.00307
107,6164.99,0.77136,0.46787,0.91244,0.93246,0.91136,0.9646,0.76284,0.71051,0.40126,0.92615,0.003004,0.003004,0.003004
108,6221.5,0.75343,0.45952,0.90554,0.91969,0.926,0.96632,0.76195,0.71205,0.40532,0.92677,0.002938,0.002938,0.002938
109,6278.76,0.75538,0.4564,0.90808,0.92754,0.92137,0.96645,0.76697,0.70485,0.39912,0.92316,0.002872,0.002872,0.002872
110,6331.33,0.7531,0.45747,0.90707,0.92856,0.92172,0.96762,0.76529,0.70619,0.4018,0.92409,0.002806,0.002806,0.002806
111,6383.09,0.75137,0.45831,0.91039,0.92138,0.92838,0.96877,0.76823,0.70304,0.40038,0.92378,0.00274,0.00274,0.00274
112,6435.49,0.73935,0.44553,0.90118,0.93772,0.90897,0.96281,0.76345,0.70349,0.40257,0.9234,0.002674,0.002674,0.002674
113,6487.4,0.75245,0.45465,0.90889,0.93247,0.91836,0.96616,0.76683,0.70091,0.39767,0.9237,0.002608,0.002608,0.002608
114,6539.57,0.73843,0.44548,0.90432,0.92363,0.92152,0.96774,0.76809,0.69963,0.39714,0.9236,0.002542,0.002542,0.002542
115,6594.3,0.73428,0.44316,0.90119,0.9288,0.91738,0.96608,0.76735,0.7026,0.39622,0.9248,0.002476,0.002476,0.002476
116,6651.25,0.74462,0.44288,0.90246,0.93435,0.92393,0.96934,0.76769,0.70408,0.3941,0.92512,0.00241,0.00241,0.00241
117,6709.11,0.7419,0.44614,0.90129,0.93546,0.91586,0.96496,0.76761,0.70083,0.39362,0.92403,0.002344,0.002344,0.002344
118,6765.93,0.74447,0.4475,0.90389,0.93576,0.91895,0.96507,0.76653,0.69816,0.39292,0.92155,0.002278,0.002278,0.002278
119,6828.48,0.74349,0.44169,0.90185,0.9326,0.92021,0.96495,0.76653,0.70256,0.3924,0.92374,0.002212,0.002212,0.002212
120,6880.5,0.73466,0.43964,0.90148,0.92675,0.92024,0.96465,0.76449,0.70175,0.39721,0.92332,0.002146,0.002146,0.002146
121,6931.36,0.73535,0.43788,0.89985,0.93093,0.92124,0.96477,0.76631,0.70124,0.39267,0.92284,0.00208,0.00208,0.00208
122,6983.63,0.73442,0.4374,0.89782,0.93039,0.9247,0.96641,0.76864,0.70036,0.39099,0.92222,0.002014,0.002014,0.002014
123,7034.13,0.72639,0.43724,0.89958,0.93147,0.92493,0.96605,0.76843,0.70149,0.39146,0.9232,0.001948,0.001948,0.001948
124,7087.6,0.72472,0.43107,0.89767,0.92514,0.93123,0.96663,0.7669,0.7015,0.39275,0.92365,0.001882,0.001882,0.001882
125,7145.75,0.72794,0.4284,0.89851,0.93166,0.92011,0.96469,0.7652,0.70194,0.39509,0.92401,0.001816,0.001816,0.001816
126,7200.31,0.72316,0.4268,0.89794,0.92384,0.92318,0.96372,0.76548,0.70275,0.39176,0.92413,0.00175,0.00175,0.00175
127,7257.39,0.71931,0.42716,0.89919,0.93209,0.90934,0.96116,0.76467,0.7017,0.39441,0.92416,0.001684,0.001684,0.001684
128,7313.7,0.72832,0.43201,0.90027,0.92883,0.91127,0.96098,0.76415,0.70101,0.39459,0.9244,0.001618,0.001618,0.001618
129,7376.14,0.72871,0.42731,0.8994,0.93069,0.92168,0.96291,0.76673,0.69944,0.39144,0.9241,0.001552,0.001552,0.001552
130,7429.26,0.71111,0.41897,0.8966,0.92289,0.92147,0.96202,0.7649,0.70169,0.39241,0.92501,0.001486,0.001486,0.001486
131,7479.67,0.72153,0.42169,0.89469,0.9314,0.9159,0.96196,0.76578,0.70209,0.3915,0.92538,0.00142,0.00142,0.00142
132,7530.98,0.71558,0.41865,0.89639,0.92892,0.9219,0.9632,0.76833,0.69855,0.38989,0.92317,0.001354,0.001354,0.001354
133,7581.47,0.72108,0.42141,0.89502,0.92538,0.92624,0.96483,0.76922,0.69863,0.38733,0.92378,0.001288,0.001288,0.001288
134,7633.61,0.72204,0.41934,0.89594,0.93036,0.91465,0.96355,0.76891,0.69773,0.38781,0.92358,0.001222,0.001222,0.001222
135,7689.43,0.72244,0.41942,0.89525,0.93496,0.9133,0.96303,0.76786,0.6997,0.38884,0.925,0.001156,0.001156,0.001156
136,7745.99,0.70916,0.41169,0.89612,0.9289,0.92017,0.96262,0.76801,0.69919,0.38821,0.92486,0.00109,0.00109,0.00109
137,7804.42,0.70346,0.41512,0.89292,0.93492,0.91144,0.96246,0.76793,0.70033,0.38958,0.9256,0.001024,0.001024,0.001024
138,7858.25,0.69665,0.40763,0.88825,0.93064,0.91275,0.96233,0.76659,0.6999,0.39014,0.92563,0.000958,0.000958,0.000958
139,7911.95,0.7004,0.40608,0.89049,0.92907,0.91266,0.96218,0.767,0.69985,0.38909,0.92523,0.000892,0.000892,0.000892
140,7963.98,0.70513,0.4118,0.893,0.93011,0.91065,0.9609,0.76572,0.70164,0.38909,0.92642,0.000826,0.000826,0.000826
141,8020.74,0.66226,0.37834,0.88202,0.93238,0.91139,0.9627,0.76701,0.6971,0.38807,0.92362,0.00076,0.00076,0.00076
142,8069.44,0.65599,0.36556,0.87934,0.93368,0.91072,0.96073,0.76544,0.70046,0.3889,0.92558,0.000694,0.000694,0.000694
143,8118.4,0.64968,0.36164,0.87883,0.93095,0.90984,0.9594,0.76476,0.70113,0.3895,0.92575,0.000628,0.000628,0.000628
144,8168.1,0.64283,0.3594,0.87851,0.93119,0.91006,0.95959,0.76442,0.70205,0.39042,0.92574,0.000562,0.000562,0.000562
145,8216.97,0.63257,0.35164,0.87312,0.92699,0.91451,0.95908,0.76335,0.70176,0.39067,0.92547,0.000496,0.000496,0.000496
146,8265.69,0.64215,0.35609,0.87513,0.92257,0.92003,0.95975,0.76407,0.70287,0.39015,0.92661,0.00043,0.00043,0.00043
147,8315.08,0.63607,0.35339,0.873,0.92416,0.91781,0.95982,0.76379,0.70231,0.39091,0.92577,0.000364,0.000364,0.000364
148,8364.02,0.63065,0.34922,0.87142,0.9264,0.91571,0.96102,0.76462,0.70264,0.39094,0.92593,0.000298,0.000298,0.000298
149,8413.22,0.62706,0.34754,0.8738,0.92979,0.9161,0.96112,0.76472,0.70239,0.3915,0.92597,0.000232,0.000232,0.000232
150,8462.31,0.6223,0.34483,0.8706,0.92889,0.91569,0.96088,0.76447,0.70172,0.3913,0.92594,0.000166,0.000166,0.000166
